container_chain,member_chain,depth,parent_narc_path,parent_file_id,member_index,name,container_relative_offset,container_relative_end,gmif_relative_offset,gmif_relative_end,size,sha256,signature_hex,extension,probable_format,format_evidence,structure_valid,compressed,compression,compression_evidence,decompression_supported,declared_decompressed_size,decompression_valid,decompressed_size,decompressed_sha256,decompressed_format,decompressed_format_evidence,nested_container,nested_after_decompression
/a/1/3/3,/a/1/3/3!/member_02526,0,/a/1/3/3,262,2526,,51092,51104,19344,19356,12,0fc33d2b73c9d8536c40fa3cbd1a1a33feb96d80e64c84e00d6cb3f897ee384f,3e0000003f00000000000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02527,0,/a/1/3/3,262,2527,,51104,51116,19356,19368,12,3df9950ede9b20e35fd1fb2e68f4001a3e7fd490e57c13e9773a132108a22c8b,230000002700000000000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02528,0,/a/1/3/3,262,2528,,51116,51120,19368,19372,4,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,00000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02529,0,/a/1/3/3,262,2529,,51120,51124,19372,19376,4,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,00000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02530,0,/a/1/3/3,262,2530,,51124,51128,19376,19380,4,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,00000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02531,0,/a/1/3/3,262,2531,,51128,51140,19380,19392,12,083701115bb88069f1e8ea9c745417d49a7300a7f9e5f668e11e0cd12823e6f5,0a0000003000000000000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02532,0,/a/1/3/3,262,2532,,51140,51152,19392,19404,12,083701115bb88069f1e8ea9c745417d49a7300a7f9e5f668e11e0cd12823e6f5,0a0000003000000000000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02533,0,/a/1/3/3,262,2533,,51152,51164,19404,19416,12,2f54f03ebfe6070b3a208afc359a42376230b259077fb35ac6f7fdcb172eb8fa,140000003300000000000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02534,0,/a/1/3/3,262,2534,,51164,51172,19416,19424,8,48001b2f2c5137abda63e9487ddf147cc471eff55eb6fef2e0bb9247bc2553c4,3300000000000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02535,0,/a/1/3/3,262,2535,,51172,51196,19424,19448,24,d72440e5eea53bd91438956a87a07914f685dff0863ae503219f998afb11b245,0b0000000c0000002700000031000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02536,0,/a/1/3/3,262,2536,,51196,51200,19448,19452,4,df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119,00000000,,,,,False,,,,,,,,,,False,False
/a/1/3/3,/a/1/3/3!/member_02537,0,/a/1/3/3,262,2537,,51200,51260,19452,19512,60,8f814141006cf17d2008ae118efd3386f3dbbb6542476adeba6ff798e10b8afe,0400000005000000060000000a000000,,,,,False,,,,,,,,,,False,False
