container_chain,member_chain,depth,parent_narc_path,parent_file_id,member_index,name,container_relative_offset,container_relative_end,gmif_relative_offset,gmif_relative_end,size,sha256,signature_hex,extension,probable_format,format_evidence,structure_valid,compressed,compression,compression_evidence,decompression_supported,declared_decompressed_size,decompression_valid,decompressed_size,decompressed_sha256,decompressed_format,decompressed_format_evidence,nested_container,nested_after_decompression
/a/1/7/5,/a/1/7/5!/member_00003,0,/a/1/7/5,304,3,,952,1028,180,256,76,75b2757d48792e537a23623d05731b4e6afe54f5cf9c5829b9054faf1854eb88,01000000ab0000000000000000000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00004,0,/a/1/7/5,304,4,,1028,1080,256,308,52,7d5a105ee08276a04393426dfd44a326d5d2a7c986f2692feb9d9fd2577b1a85,03000000f10000000300000001000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00005,0,/a/1/7/5,304,5,,1080,1132,308,360,52,4136d10359b7fc9b792873d497ec4d04a0c5d87bd1b0e7f47760543173b06606,02000000f10000000200000001000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00006,0,/a/1/7/5,304,6,,1132,1184,360,412,52,2d1a5793ac442c001bab1486e46635f9ae3b6db22b0c50210a3ea085cf5e1e87,00000000f10000000100000001000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00007,0,/a/1/7/5,304,7,,1184,1236,412,464,52,1fbd133db277f7c1bc8682d60b6c8452ec8a3118748558fa91ac505a8856a32d,01000000f10000000000000000000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00008,0,/a/1/7/5,304,8,,1236,1312,464,540,76,2c9fa519714e122676a434ed0723304e26fb38c9b6b36d302b20122821c34cb1,03000000ac0000000300000000000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00009,0,/a/1/7/5,304,9,,1312,1388,540,616,76,571edae71dd1124c696ebb8578033da46d03798087494a9916e295561bae7fb1,02000000ac0000000200000000000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00010,0,/a/1/7/5,304,10,,1388,1464,616,692,76,99173c1c7baf0b02f584eed8021826a445cd03f1c44f9e42a7c8d3e8e3a9f9e8,00000000ac0000000100000000000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00011,0,/a/1/7/5,304,11,,1464,1540,692,768,76,7c6f613df2eecb719f886eb8f1ac72567829a322246159182aa9dcb3618d2a1b,01000000ac0000000000000000000000,,,,,False,,,,,,,,,,False,False
/a/1/7/5,/a/1/7/5!/member_00012,0,/a/1/7/5,304,12,,1540,1592,768,820,52,f99c4fb00b8a61dca17df4cbb48be79b89b1e0fd099fe09bea54eb3d6abd3a81,03000000f40000000300000001000000,,,,,False,,,,,,,,,,False,False
